,name,symbol
3913,Smol,SMOL
3914,Bellevue Network,BLV
3915,Novo,NOVO
3916,YeaFinance,YEA
3917,YFOS.finance,YFOS
3918,Crypxie,CPX
3919,Jiviz,JVZ
3920,deCraft Finance,CRAFT
3921,Tavittcoin,TAVITT
3922,Payship,PSHP
3923,Behodler,EYE
3924,Bitfinex Bitcoin Dominance Perps,BTCDOM
3925,Payou Finance,PAYOU
3926,ShareAt,XAT
3927,BananoDOS,yBAN
3928,Spore Finance,SPORE
3929,Naz Coin,NAZ
3930,Lumos,LMS
3931,pxUSD Synthetic USD Expiring 1 April 2021,PXUSD_MAR2021
3932,Bloody Token,BLOODY
3933,Hoo Token,HOO
3934,YYFI.Protocol,YYFI
3935,stakedFIRO,stFIRO
3936,Smpl foundation,SMPL
3937,zLOT Finance,ZLOT
3938,wormhole.finance,WHOLE
3939,Future-Cash Digital,FCD
3940,XFII,XFII
3941,Kanva,KNV
3942,Wish Coin,WIS
3943,KUN,KUN
3944,Light Coin Exchange Token,LCT
3945,Felixo Coin,FLX
3946,HoldToWin,7ADD
3947,STVKE,STV
3948,PiSwap Token,PIS
3949,PoolStake,PSK
3950,WELL,WELL
3951,Elynet,ELYX
3952,Twitter tokenized stock FTX,TWTR
3953,Alpha5,A5T
3954,ARVO,ARVO
3955,Venus USDC,vUSDC
3956,Venus BUSD,vBUSD
3957,Venus XVS,vXVS
3958,Venus ETH,vETH
3959,Venus XRP,vXRP
3960,AC Index,ACX
3961,yplutus,YPLT
3962,Venus BCH,vBCH
3963,Venus DOT,vDOT
3964,Blaze DeFi,BNFI
3965,xETH-G,XETH-G
3966,Orient,OFT
3967,3XT TOKEN,3XT
3968,TokenSwap,TOP
3969,Hype,HYPE
3970,Zipmex,ZMT
3971,Space Dollar,SPAD
3972,Bat True Share,BTS
3973,Venus Filecoin,vFIL
3974,Venus DAI,vDAI
3975,Vaultz,VAULTZ
3976,Dynamic Supply Tracker,DSTR
3977,PegsUSD,PUSD
3978,stakedXEM,STXEM
3979,StakeHound Staked Ether,STETH
